TransactionId,UserId,VisitYear,VisitMonth,VisitMode,AttractionId,Rating,ContinentId,RegionId,CountryId,CityId,Continent,Region,Country,CityName,Attraction,AttractionAddress,AttractionTypeId,AttractionType,VisitModeName
655,842,2019,11,2,640,4,2,8,51,698,America,Northern America,United States,Austin,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
734,6578,2019,11,4,640,5,2,8,50,602,America,Northern America,Mexico,Guadalajara,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Friends
858,9956,2019,10,4,640,5,1,4,22,106,Africa,Southern Africa,South Africa,Cape Town,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Friends
878,8302,2019,10,4,640,4,2,8,48,570,America,Northern America,Canada,Welland,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Friends
989,4428,2019,9,3,640,4,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Family
1149,3655,2019,9,2,640,5,5,21,163,426,Europe,Western Europe,United Kingdom,London,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
1167,2928,2019,9,2,640,4,5,21,163,1346,Europe,Western Europe,United Kingdom,Lincoln,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
1205,4729,2019,9,2,640,1,5,21,163,426,Europe,Western Europe,United Kingdom,London,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
1281,761,2019,9,3,640,4,5,21,163,426,Europe,Western Europe,United Kingdom,London,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Family
1298,7916,2019,8,3,640,3,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Family
1352,11281,2019,6,4,640,4,2,8,51,1552,America,Northern America,United States,New York City,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Friends
1411,59,2019,8,2,640,5,5,20,150,692,Europe,Southern Europe,Greece,Athens,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
1417,6544,2019,8,2,640,5,2,9,54,2207,America,South America,Brazil,Sao Jose Dos Campos,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
1421,5318,2019,8,4,640,3,2,8,48,545,America,Northern America,Canada,Toronto,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Friends
1526,3552,2013,3,2,640,4,2,8,51,929,America,Northern America,United States,Dallas,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
1539,1492,2013,1,2,640,4,2,8,48,477,America,Northern America,Canada,Port Alberni,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
1622,9849,2019,12,5,640,5,2,8,48,554,America,Northern America,Canada,Vancouver,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Solo
1709,2896,2019,6,2,640,4,1,4,22,106,Africa,Southern Africa,South Africa,Cape Town,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
1713,12721,2019,7,3,640,5,2,8,51,1265,America,Northern America,United States,Kauai,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Family
1766,5070,2019,6,2,640,5,5,21,163,426,Europe,Western Europe,United Kingdom,London,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
1794,5604,2019,6,2,640,5,2,8,51,859,America,Northern America,United States,Chicago,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
1797,8733,2019,5,2,640,5,2,8,51,1367,America,Northern America,United States,Long Island,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
1802,1589,2019,5,2,640,1,4,15,109,898,Australia & Oceania,Australia,Australia,Concord,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
1816,6882,2019,4,3,640,5,2,8,51,978,America,Northern America,United States,East Brunswick,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Family
1819,5553,2019,5,3,640,5,5,21,163,426,Europe,Western Europe,United Kingdom,London,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Family
1841,4599,2019,4,2,640,2,5,21,163,521,Europe,Western Europe,United Kingdom,Southampton,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
1901,9094,2019,3,2,640,5,2,8,51,741,America,Northern America,United States,Billings,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
1913,8985,2019,2,2,640,5,5,21,163,426,Europe,Western Europe,United Kingdom,London,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
1935,5318,2019,2,2,640,5,2,8,48,545,America,Northern America,Canada,Toronto,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
1961,6828,2018,12,2,640,4,4,15,109,532,Australia & Oceania,Australia,Australia,Sunshine Coast,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
1975,2984,2018,12,2,640,5,4,15,109,1108,Australia & Oceania,Australia,Australia,Gladstone,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
1986,8688,2018,12,5,640,5,2,8,48,468,America,Northern America,Canada,Ottawa,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Solo
2003,12247,2018,11,2,640,5,5,21,163,521,Europe,Western Europe,United Kingdom,Southampton,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
2031,1710,2018,11,2,640,5,5,21,163,1396,Europe,Western Europe,United Kingdom,Manchester,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
2057,8870,2018,10,2,640,5,5,21,163,426,Europe,Western Europe,United Kingdom,London,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
2144,6075,2018,9,2,640,4,2,8,51,698,America,Northern America,United States,Austin,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
2155,5049,2018,9,3,640,4,2,8,51,1804,America,Northern America,United States,San Diego,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Family
2274,4371,2018,6,3,640,5,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Family
2278,5891,2018,6,4,640,5,2,8,51,859,America,Northern America,United States,Chicago,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Friends
2287,4955,2018,6,3,640,5,1,4,22,106,Africa,Southern Africa,South Africa,Cape Town,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Family
2338,10244,2018,5,2,640,3,2,8,51,1720,America,Northern America,United States,Portland,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
2343,6693,2018,5,2,640,5,5,21,163,521,Europe,Western Europe,United Kingdom,Southampton,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
2356,8652,2018,3,2,640,4,2,9,55,2225,America,South America,Chile,Santiago,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
2377,1748,2018,4,2,640,4,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
2392,11552,2018,4,3,640,4,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Family
2450,3320,2018,2,2,640,5,2,8,51,758,America,Northern America,United States,Bonita,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
2451,8376,2018,2,2,640,5,2,8,48,554,America,Northern America,Canada,Vancouver,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
2533,4162,2017,11,2,640,5,5,21,162,667,Europe,Western Europe,Netherlands,Amsterdam,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
2541,56,2017,11,2,640,1,2,8,48,302,America,Northern America,Canada,Abbotsford,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
2584,7731,2017,10,2,640,5,2,8,51,1823,America,Northern America,United States,Santa Barbara,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
2585,3937,2017,9,2,640,4,5,21,163,337,Europe,Western Europe,United Kingdom,Cambridge,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
2587,5502,2017,10,2,640,4,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
2592,6529,2017,8,2,640,4,2,8,51,2045,America,Northern America,United States,Virginia,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
2594,5358,2017,9,2,640,5,2,8,51,1551,America,Northern America,United States,New York,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
2597,2526,2017,9,4,640,5,2,8,51,2064,America,Northern America,United States,Washington DC,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Friends
2808,12212,2017,5,4,640,3,3,11,71,2411,Asia,East Asia,Japan,Tono,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Friends
2905,4117,2017,2,2,640,5,5,21,163,426,Europe,Western Europe,United Kingdom,London,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
2934,8931,2016,12,4,640,5,2,8,51,1216,America,Northern America,United States,Illinois,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Friends
2958,5236,2017,1,5,640,5,5,21,163,426,Europe,Western Europe,United Kingdom,London,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Solo
3022,11212,2016,11,3,640,5,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Family
3051,5014,2016,10,2,640,4,2,8,51,1063,America,Northern America,United States,Fort Lee,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
3060,646,2016,9,2,640,4,5,21,163,426,Europe,Western Europe,United Kingdom,London,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
3079,12636,2016,9,5,640,5,5,21,163,426,Europe,Western Europe,United Kingdom,London,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Solo
3080,10586,2016,8,2,640,5,2,8,51,680,America,Northern America,United States,Arizona,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
3109,7840,2016,8,2,640,5,2,8,48,511,America,Northern America,Canada,Sechelt,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
3120,5935,2016,8,4,640,4,4,15,109,532,Australia & Oceania,Australia,Australia,Sunshine Coast,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Friends
3141,4159,2016,8,3,640,1,2,8,48,441,America,Northern America,Canada,Montreal,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Family
3162,11641,2016,6,3,640,4,2,8,51,1693,America,Northern America,United States,Plano,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Family
3180,4350,2016,6,2,640,3,2,8,51,1474,America,Northern America,United States,Minnesota,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
3187,12218,2016,6,3,640,5,5,21,163,781,Europe,Western Europe,United Kingdom,Bristol,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Family
3235,12684,2016,5,3,640,5,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Family
3252,6933,2016,5,2,640,4,2,8,51,1806,America,Northern America,United States,San Francisco,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
3263,8514,2016,5,2,640,5,2,8,48,545,America,Northern America,Canada,Toronto,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
3278,190,2016,4,4,640,5,2,8,50,611,America,Northern America,Mexico,Mexico City,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Friends
3308,2834,2016,4,2,640,5,2,8,48,496,America,Northern America,Canada,Richmond,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
3370,1150,2016,2,5,640,5,2,8,51,1806,America,Northern America,United States,San Francisco,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Solo
3375,8623,2015,7,4,640,4,1,4,22,100,Africa,Southern Africa,South Africa,Bloubergstrand,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Friends
3409,10816,2016,1,3,640,5,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Family
3446,6463,2015,12,3,640,1,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Family
3457,12774,2015,12,4,640,3,5,21,163,426,Europe,Western Europe,United Kingdom,London,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Friends
3470,5908,2015,10,2,640,3,2,8,51,1552,America,Northern America,United States,New York City,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
3480,7873,2015,11,5,640,2,2,8,48,545,America,Northern America,Canada,Toronto,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Solo
3496,8056,2015,10,2,640,5,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
3501,4247,2015,10,2,640,5,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
3587,2500,2015,7,2,640,5,2,8,51,1222,America,Northern America,United States,Indio,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
3591,8622,2015,8,2,640,3,2,8,50,626,America,Northern America,Mexico,San Miguel de Cozumel,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
3592,9450,2015,9,2,640,4,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
3617,9205,2015,8,3,640,4,2,8,48,449,America,Northern America,Canada,New Germany,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Family
3643,8263,2015,8,2,640,5,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
3652,2482,2015,7,2,640,4,2,8,51,1327,America,Northern America,United States,Las Vegas,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
3694,3718,2015,6,2,640,5,2,8,51,1720,America,Northern America,United States,Portland,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
3755,3067,2015,3,2,640,5,2,8,51,1831,America,Northern America,United States,Sarasota,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
3873,9852,2015,2,3,640,5,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Family
3888,1649,2015,1,2,640,4,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
3892,2317,2014,8,2,640,5,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
3893,5257,2015,1,2,640,5,2,8,51,1552,America,Northern America,United States,New York City,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
3907,2055,2014,12,2,640,5,5,21,163,426,Europe,Western Europe,United Kingdom,London,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
3911,930,2015,1,3,640,5,3,11,69,2282,Asia,East Asia,China,Hong Kong,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Family
3933,6077,2014,8,3,640,5,2,8,51,1700,America,Northern America,United States,Pocatello,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Family
4001,7650,2014,9,5,640,3,2,8,51,753,America,Northern America,United States,Boca Raton,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Solo
4008,1410,2014,1,2,640,3,2,8,48,554,America,Northern America,Canada,Vancouver,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
4026,7047,2014,8,3,640,5,2,8,48,379,America,Northern America,Canada,Gatineau,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Family
4055,12373,2014,6,2,640,4,5,21,163,426,Europe,Western Europe,United Kingdom,London,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
4062,7420,2014,6,3,640,2,4,15,109,532,Australia & Oceania,Australia,Australia,Sunshine Coast,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Family
4063,8680,2014,6,2,640,4,2,8,48,580,America,Northern America,Canada,Winnipeg,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
4064,3673,2014,6,3,640,4,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Family
4069,4662,2014,6,4,640,4,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Friends
4084,7901,2014,5,2,640,3,5,21,163,426,Europe,Western Europe,United Kingdom,London,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
4139,9230,2013,2,4,640,4,2,8,48,378,America,Northern America,Canada,Fredericton,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Friends
4199,9682,2018,6,2,640,4,1,4,22,102,Africa,Southern Africa,South Africa,Boksburg,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
4236,12519,2018,6,2,640,5,2,8,51,1551,America,Northern America,United States,New York,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
4334,6891,2018,5,2,640,5,2,8,48,312,America,Northern America,Canada,Barrhead,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
4335,1175,2018,6,2,640,5,2,8,51,1159,America,Northern America,United States,Hattiesburg,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
4371,4258,2018,5,2,640,5,2,8,51,1693,America,Northern America,United States,Plano,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
4404,2623,2018,5,4,640,3,2,8,51,1674,America,Northern America,United States,Philadelphia,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Friends
4431,9400,2018,5,2,640,4,2,8,51,1806,America,Northern America,United States,San Francisco,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
4451,6553,2018,5,2,640,5,5,21,163,426,Europe,Western Europe,United Kingdom,London,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",63,Nature & Wildlife Areas,Couples
