UserId,ContinentId,RegionId,CountryId,CityId
580,5,21,163,8571
581,4,15,109,5030
583,5,21,163,743
584,3,11,69,2277
585,5,17,125,5838
590,4,15,109,1434
594,4,15,109,3915
595,5,19,144,6609
597,4,15,109,4303
603,4,16,115,5506
620,4,15,109,4756
621,3,12,79,2517
625,4,16,115,5488
627,3,13,93,2690
630,4,15,109,4630
633,5,21,158,7195
636,4,15,109,535
637,2,8,51,848
638,4,15,109,5267
640,3,13,97,2976
646,5,21,163,426
648,5,21,163,426
649,4,15,109,4606
652,2,8,48,554
655,4,15,109,4940
656,3,14,101,3013
657,3,14,103,3342
659,3,14,106,3551
664,4,15,109,5267
667,2,8,51,1716
669,2,8,48,554
678,3,12,86,2564
679,4,15,109,3849
683,3,14,101,3098
688,5,19,141,6416
689,3,14,106,3551
690,4,15,109,5399
691,4,15,109,1623
694,4,15,109,5045
697,3,11,69,2282
698,3,14,103,3380
706,3,14,101,3226
708,3,14,101,3285
716,3,14,103,3354
718,3,14,101,3106
720,4,15,109,1434
724,2,8,51,965
726,4,16,115,5671
727,3,11,69,2282
728,5,21,163,8166
733,4,16,115,390
736,3,14,101,3013
739,4,15,109,3915
740,2,8,48,545
741,5,17,123,5782
742,5,21,163,1346
743,4,15,109,1434
745,1,4,22,107
746,3,14,101,3140
747,3,13,93,2910
748,3,13,91,2648
750,5,17,131,6129
752,5,21,163,8051
753,3,14,101,3071
759,5,20,155,7020
761,5,21,163,426
762,3,11,73,2428
766,4,15,109,4940
767,3,14,103,3354
768,4,15,109,3687
770,3,12,81,2537
773,4,15,109,1434
775,1,4,22,136
776,2,8,48,383
778,4,15,109,3794
780,5,21,163,9084
781,4,15,109,4151
782,2,8,48,402
793,2,8,51,858
799,4,15,109,1434
800,5,19,143,6559
804,4,15,109,3981
807,4,15,109,1434
810,5,21,163,743
812,2,8,51,1804
817,5,21,163,8945
823,3,14,106,3551
824,5,21,163,9116
830,4,15,109,5180
835,2,8,48,365
839,3,13,94,2932
841,4,15,109,1434
842,2,8,51,698
843,5,21,163,426
844,5,21,163,8909
845,4,15,109,3915
849,3,14,101,3236
850,4,15,109,5267
851,4,15,109,1434
857,5,21,160,7611
858,3,14,101,3013
864,5,21,163,999
865,2,8,51,1156
868,4,15,109,4940
870,4,15,109,3687
873,4,15,109,4715
874,2,8,48,554
877,4,15,109,4940
878,4,15,109,4545
880,4,16,115,5596
882,5,19,141,6484
885,3,14,101,3297
886,4,15,109,1434
888,5,19,142,6512
891,3,13,93,2730
894,3,13,95,2938
898,2,8,51,2012
905,4,15,109,1434
907,3,14,106,3551
908,5,21,159,7474
918,3,14,100,2999
919,2,8,51,676
920,4,15,109,4940
922,4,15,109,4506
927,4,16,115,5488
930,3,11,69,2282
933,3,12,84,2550
940,2,8,51,2062
941,3,11,71,2344
942,5,21,163,426
945,5,21,158,7214
950,2,8,48,554
954,3,14,101,3098
956,4,16,115,5506
960,1,4,22,202
961,4,15,109,5021
962,4,15,109,4816
966,3,14,100,2999
970,4,15,109,5433
974,4,15,109,5081
978,4,15,109,3973
979,3,14,103,238
980,4,15,109,1434
981,5,19,144,6583
989,4,15,109,4940
990,4,15,109,3687
993,4,15,109,1434
995,4,15,109,4196
999,4,15,109,26
1000,4,15,109,5180
1002,5,21,163,426
1009,2,8,48,335
1011,3,13,93,2730
1018,2,8,48,462
1030,3,14,101,3013
1033,4,15,109,1434
1035,5,17,125,5954
1037,5,21,163,8048
1041,4,15,109,535
1044,5,21,160,7595
1048,4,15,109,3687
1059,2,8,48,554
1060,2,8,51,1798
1061,5,21,159,7494
1062,5,17,130,6117
1064,5,17,135,6318
1065,4,15,109,5399
1068,2,8,48,338
1074,5,21,163,8281
1079,4,15,109,4836
1083,4,15,109,535
1086,5,21,162,7875
1088,5,21,163,8221
1089,4,15,109,3724
1094,2,8,48,339
1095,5,21,159,7494
1097,4,15,109,535
1099,4,15,109,5368
1101,4,15,109,4940
1102,3,14,106,3551
1103,4,15,109,3750
1105,4,16,115,5651
1107,4,15,109,4019
1114,2,8,50,611
1115,5,17,121,2043
1116,3,12,82,2544
1117,4,15,109,4940
1119,5,20,157,7112
1122,4,15,109,4623
1124,4,16,115,5488
1127,5,20,150,692
1132,2,8,51,819
1137,4,15,109,4756
1148,4,15,109,4940
1150,2,8,51,1806
1151,3,14,101,3225
1152,4,15,109,4940
1157,4,15,109,3969
1161,3,13,93,2682
1163,4,15,109,4940
1169,5,17,133,6163
1170,5,21,163,1396
1171,5,17,125,5954
1175,2,8,51,1159
1180,4,15,109,3986
1188,4,15,109,535
1190,3,12,86,2564
1196,4,15,109,3915
1202,3,13,97,2956
1205,5,19,144,6609
1206,3,13,93,2819
1208,2,8,51,1376
1210,5,21,159,7466
1212,4,15,109,535
1214,5,17,135,6245
1215,3,12,88,2604
1216,4,15,109,1434
1218,5,20,155,7009
1219,5,20,150,6759
1221,4,15,109,161
1222,5,20,150,6786
1226,3,14,106,3551
1228,3,12,89,2623
1231,4,15,109,4376
1232,4,15,109,4940
1237,3,14,101,3140
1240,3,14,103,3354
1244,3,14,105,3474
1245,3,11,69,2282
1249,4,16,115,5598
1252,4,15,109,5024
1255,5,21,163,8227
1257,4,15,109,1434
1258,5,21,158,7214
1265,4,15,109,4940
1269,4,15,109,535
1271,4,15,109,4065
1274,4,15,109,5066
1275,4,15,109,4940
1278,5,21,163,8258
1280,5,17,131,6129
1281,3,14,99,2994
1283,4,15,109,4893
1286,4,15,109,4159
1287,5,21,163,8515
1288,5,21,163,9002
1291,5,21,163,8392
1292,4,16,115,5671
1293,3,14,101,3098
1296,4,15,109,5272
1299,5,20,150,6768
1301,5,21,163,426
1307,4,15,109,4568
1310,5,19,141,6424
1316,5,21,162,667
1318,4,15,109,4940
1319,3,14,106,3551
1320,5,21,163,8525
1328,5,21,163,8321
1329,4,15,109,4940
1331,4,15,109,535
1332,5,20,157,7041
1333,5,19,141,6464
1334,5,21,162,7833
1335,3,14,101,3098
1341,4,15,109,3915
1342,3,14,101,3285
1343,2,8,51,1525
1345,4,15,109,5368
1346,5,21,163,9083
1356,5,21,163,9127
1358,4,15,109,3931
1359,4,15,109,1434
1362,5,19,141,6418
1364,4,15,109,4940
1366,4,15,109,4616
1367,5,19,142,6512
1368,5,21,163,1396
1373,4,15,109,4940
1374,2,8,51,1831
1375,5,21,163,7918
1377,4,15,109,3828
1384,5,21,163,8619
1387,2,8,51,496
1391,4,15,109,535
1396,4,15,109,535
1398,2,8,51,1500
1401,4,15,109,3982
1403,3,14,105,1399
1406,2,8,51,1376
1407,5,21,163,426
1410,2,8,48,554
1416,5,17,128,6066
1418,4,15,109,4940
1420,3,12,81,2538
1423,3,14,101,3112
1428,2,8,51,1795
1433,4,15,109,161
1436,3,14,103,3354
1440,5,21,163,8702
1441,2,8,51,1656
1445,5,21,163,8699
1446,5,17,124,5802
1448,4,16,115,5606
1451,4,15,109,4940
1452,3,14,105,3474
1453,4,16,115,5610
1456,4,15,109,4395
1459,3,13,93,2819
1460,5,21,163,1011
1471,3,14,103,3367
1473,4,15,109,4559
1474,2,8,51,1804
1478,4,16,115,5671
1482,3,14,101,3098
1485,2,8,51,2020
1486,4,15,109,1434
1492,2,8,48,477
1493,4,15,109,4940
1495,4,15,109,4940
1497,4,15,109,5187
1501,4,15,109,4940
1505,3,14,106,3551
1508,2,8,48,554
1509,4,15,109,3973
1511,3,12,88,2604
1512,5,21,163,426
1521,5,17,125,5885
1524,3,12,82,1336
1526,5,17,133,6181
1529,3,11,69,2282
1531,4,16,115,5598
1533,4,15,109,1434
1535,5,21,163,1556
1536,4,15,109,3915
1537,4,15,109,5374
1538,3,13,93,2706
1539,4,15,109,4637
1540,4,15,109,535
1545,5,19,142,6512
1548,2,8,51,2143
1555,3,14,101,3098
1558,5,17,125,1147
1561,4,15,109,535
1564,5,18,139,1497
1568,4,15,109,1434
1572,3,14,106,3551
1573,5,21,163,1396
1578,2,8,51,1847
1583,4,15,109,4328
1586,5,21,162,7687
1587,5,17,134,6200
1588,4,15,109,4742
1589,4,15,109,898
1590,4,15,109,4836
1594,4,15,109,3684
1595,2,9,54,2196
1599,4,15,109,1434
1608,3,13,91,2645
1609,4,15,109,4966
1620,2,8,51,394
1623,2,8,51,1023
1625,3,14,101,3098
1634,3,14,103,3315
1636,3,14,101,3029
1638,4,15,109,545
1639,4,15,109,4940
1645,5,17,133,6170
1646,5,21,159,7494
1647,5,21,163,426
1649,4,15,109,535
1659,5,17,125,5954
1661,4,15,109,5170
1664,4,16,115,5487
1665,4,15,109,3915
1666,5,21,163,8726
1667,4,15,109,4940
1672,3,14,106,3551
1676,4,15,109,4303
1678,4,15,109,4495
1684,5,20,148,6740
1689,3,12,86,2564
1692,4,15,109,1434
1697,3,14,106,3551
1698,3,12,89,2623
1700,5,21,163,5097
1701,5,17,134,6192
1702,4,15,109,5416
1707,5,20,150,6753
1709,3,14,99,2996
1710,5,21,163,1396
1711,3,13,93,2835
1713,5,21,163,426
1715,4,15,109,4303
1720,4,15,109,5162
1723,4,15,109,535
1724,4,15,109,1434
1725,4,15,109,3981
1728,5,21,162,7748
1729,3,14,108,3667
1737,2,8,48,402
1738,4,15,109,1434
1747,3,14,106,3551
1748,4,15,109,535
1754,4,15,109,3687
1755,3,13,97,2956
1757,4,15,109,3687
1760,3,13,93,2665
1763,5,21,162,7727
1766,2,8,51,845
1771,3,12,80,2535
1780,4,15,109,3973
1792,4,15,109,535
1798,3,14,101,3098
1803,4,15,109,1434
1810,3,12,86,2564
1813,5,19,142,6548
1817,5,21,163,8893
1826,4,15,109,4615
1827,5,21,163,426
1829,4,15,109,4303
1830,3,14,103,3380
1833,4,15,109,161
1835,5,17,134,6191
1839,3,12,89,2623
1842,4,15,109,1434
1844,5,21,162,7635
1845,4,15,109,5267
1847,5,19,144,6603
1850,5,20,155,7009
1853,3,14,101,3260
1867,4,15,109,1434
1869,4,16,115,5639
1871,4,15,109,5011
1873,5,17,130,6117
1878,4,15,109,1434
1879,4,16,115,1546
1886,5,21,163,8023
1888,4,15,109,5267
1889,4,15,109,26
1891,5,19,143,6558
1896,4,15,109,3687
1898,5,21,159,7546
1900,4,15,109,4303
1905,4,15,109,4940
1909,5,21,159,7494
1914,5,17,125,5824
1917,5,21,163,7994
1920,4,15,109,5011
1921,5,21,163,426
1928,4,15,109,5118
1929,1,3,14,50
1932,5,20,157,7169
1936,3,14,101,3013
1940,3,14,101,3013
1941,4,16,115,4956
1943,2,8,48,554
1945,5,18,138,6345
1948,4,15,109,4605
1952,5,17,128,6073
1953,3,13,93,2898
1962,4,15,109,3687
1963,4,15,109,4940
1965,4,15,109,535
1968,3,14,101,3013
1972,3,13,93,2665
1976,5,21,163,426
1986,2,8,51,1376
1989,5,21,163,7919
1992,2,8,51,1264
1999,4,15,109,4940
2002,5,21,163,8367
2003,4,15,109,4940
2011,5,20,157,7110
2012,4,15,109,3915
2013,4,15,109,5100
2014,5,21,159,7512
2016,5,21,163,8576
2017,5,17,125,5824
2022,5,21,163,426
2024,5,21,162,7677
2028,4,15,109,1434
2029,4,15,109,4726
2032,4,15,109,4595
2033,5,20,151,6793
2035,4,15,109,1434
2039,5,21,163,426
2041,3,14,106,3551
2046,2,8,48,554
2047,4,15,109,4768
2049,5,17,125,6005
2054,4,16,115,5539
2055,5,21,163,426
2056,3,14,106,3551
2061,4,15,109,1434
2063,2,8,51,2064
2066,2,8,48,26
2069,5,21,160,968
2071,5,19,145,6701
2074,5,17,125,5861
2082,3,11,69,2282
2086,4,15,109,3687
2089,4,15,109,4940
2094,2,8,51,1354
2097,3,12,89,2623
2102,5,21,163,426
2105,3,14,106,3551
2107,4,15,109,4616
2108,5,21,163,4121
2110,3,11,71,2333
2113,3,14,101,3267
2116,5,20,157,7183
2118,5,21,163,9009
2119,4,16,115,178
2121,4,16,115,5586
2125,5,19,145,6668
2126,4,15,109,5449
2129,2,8,51,859
2130,2,8,51,1058
2131,4,15,109,535
2138,4,15,109,3915
2139,3,14,101,3225
2149,5,21,159,7364
2155,5,17,134,6193
2157,5,21,162,7899
2158,4,15,109,935
2159,4,15,109,535
2163,5,17,125,5928
2171,3,13,93,2819
2179,2,8,48,335
2184,1,3,14,62
2197,5,17,123,5760
2198,4,15,109,5335
2199,2,8,48,571
2206,5,17,134,6200
2210,4,15,109,2595
2212,4,15,109,4940
2218,4,16,115,5671
2221,3,14,106,3551
2223,4,15,109,5348
2227,3,14,103,3385
2228,4,15,109,3915
2236,4,15,109,3915
2237,5,21,163,4575
2240,5,17,130,6117
2243,5,19,144,6622
2250,5,21,160,7583
2251,5,21,163,426
2252,4,15,109,1434
2253,4,15,109,3915
2256,4,15,109,1434
2259,5,21,163,8687
2263,5,21,163,9111
2264,3,12,89,2623
2267,5,21,163,9119
2268,4,15,109,4262
2273,4,15,109,4062
2277,4,16,115,5487
2279,2,8,51,765
2281,4,15,109,3802
2283,5,21,159,7494
2289,4,15,109,4945
2294,5,21,163,426
2298,3,13,94,2934
2303,5,19,142,6529
2304,4,15,109,3687
2307,4,15,109,4303
2308,2,8,51,929
2309,3,14,101,3098
2317,4,15,109,1434
2318,5,20,155,7009
2322,5,20,150,6778
2324,3,13,93,2887
2326,3,14,101,3098
2331,4,15,109,535
2336,4,15,109,3687
2338,2,8,51,2024
2339,4,15,109,1434
2347,5,21,159,7364
2356,3,14,101,3260
2357,4,16,115,5572
2358,5,17,131,6129
2373,3,14,101,3095
2374,5,21,163,8513
2377,2,8,51,554
2379,4,15,109,161
2382,5,17,126,6039
2384,5,21,163,8880
2387,4,15,109,1434
2389,5,17,125,6009
2390,4,16,115,5642
2393,2,8,51,1195
2395,4,15,109,3681
2401,2,8,51,279
2405,5,21,162,7858
2406,4,16,115,5512
2414,2,8,48,311
2418,3,12,89,2623
2422,4,15,109,3976
2424,4,15,109,4836
2425,4,15,109,4561
2435,5,17,134,6199
2436,3,14,106,3551
2438,3,13,93,2819
2448,3,11,69,2266
2449,5,17,130,6117
2463,4,15,109,3696
2476,5,21,163,8025
2478,1,3,14,52
2480,4,15,109,535
2481,3,14,106,3551
2482,2,8,51,1327
2485,3,14,103,3354
2487,4,15,109,5013
2489,4,15,109,3915
2491,5,21,162,7803
2493,3,14,106,3551
2494,4,15,109,4896
2498,4,15,109,1434
2500,2,8,51,1222
2503,4,15,109,535
2507,4,15,109,3687
2510,2,8,51,1872
2511,5,21,163,4384
2512,2,8,51,1258
2517,3,14,103,3354
2518,3,14,101,3098
2519,5,21,159,7494
2526,2,8,51,2064
2532,5,21,160,968
2535,5,17,135,6216
2538,3,14,101,3285
2542,3,14,101,3013
2543,4,15,109,1434
2547,1,2,9,33
2552,2,8,51,1713
2553,3,14,103,3354
2565,3,14,103,3354
2569,4,15,109,3687
2570,5,21,162,7649
2573,5,19,145,6682
2579,3,13,93,2835
2580,3,14,101,3017
2584,2,8,48,445
2585,2,8,48,409
2586,5,21,158,7195
2589,3,14,106,3547
2595,2,8,51,1806
2598,1,4,22,107
2603,4,15,109,532
2604,2,8,51,1300
2607,2,8,51,1806
2609,3,13,90,2641
2613,5,21,163,8224
2615,4,15,109,1434
2616,2,8,51,1513
2618,3,14,107,3567
2621,5,20,151,6794
2623,2,8,51,1674
2624,5,19,144,6609
2626,2,8,51,394
2634,2,8,48,545
2636,1,4,22,106
2637,5,21,163,8652
2639,3,13,93,2819
2642,2,8,51,1517
2644,4,15,109,4581
2646,2,8,51,1376
2648,3,14,101,3114
2650,2,8,51,2025
2658,2,8,51,279
2666,2,8,48,242
2667,5,21,163,426
2674,3,12,84,2550
2675,4,15,109,4940
2677,2,8,51,838
2678,4,15,109,5368
2685,3,12,89,2623
2688,2,8,48,511
2689,3,12,89,2617
2691,5,21,163,8052
2692,3,14,105,3485
2694,3,13,93,2762
2698,3,14,107,3614
2699,3,14,101,3229
2700,4,15,109,4940
2705,3,12,87,2575
2707,3,14,101,3156
2713,5,17,123,5782
2718,3,13,93,2706
2721,2,8,51,1122
2722,3,12,164,9142
2723,5,21,162,7833
2725,3,12,89,2623
2726,5,17,125,5861
2733,4,15,109,1434
2734,4,15,109,5178
2741,3,14,101,3285
2745,3,11,69,2294
2749,5,21,163,9037
2751,3,13,91,2645
2753,3,13,93,2748
2756,4,15,109,3915
2761,5,21,163,8137
2764,5,21,158,7214
2776,5,21,163,8966
2779,2,8,51,859
2784,5,21,163,743
2787,4,15,109,3973
2790,1,3,15,66
2794,4,15,109,3915
2797,3,12,75,2478
2800,4,16,115,5487
2808,4,15,109,4940
2815,4,15,109,3983
2817,4,15,109,5051
2823,5,17,125,5840
2829,2,8,51,1961
2831,2,8,48,545
2833,5,19,145,1963
2834,2,8,48,496
2846,2,8,48,534
2854,3,14,103,3354
2856,4,15,109,5376
2858,4,15,109,4940
2859,2,8,48,554
2868,4,15,109,3765
2870,5,21,163,8515
2872,5,17,125,5954
2876,3,11,69,2286
2878,5,21,159,7444
2881,3,13,93,2690
2893,3,11,73,2431
2896,1,4,22,106
2897,4,15,109,1434
2903,3,11,71,2410
2907,4,15,109,4819
2909,3,12,89,2617
2923,4,15,109,4451
2928,5,21,163,1346
2929,2,8,48,447
2930,5,21,163,7981
2931,2,8,48,554
2933,3,14,106,3551
2937,2,9,57,2242
2938,4,15,109,3687
2939,4,16,115,5639
2940,2,8,51,1806
2949,4,15,109,4316
2957,3,14,101,3282
2958,4,15,109,3915
2960,3,13,93,2745
2962,4,15,109,4940
2964,4,16,115,5487
2966,5,21,163,8703
2967,4,15,109,4320
2970,4,15,109,535
2973,4,15,109,535
2975,2,8,51,1552
2976,4,15,109,4395
2979,3,14,101,3013
2984,4,15,109,1108
2985,4,15,109,1434
2988,5,21,162,7890
2990,2,8,48,545
2993,3,12,77,2506
2996,2,8,48,533
2997,4,15,109,3687
2998,4,15,109,4737
2999,5,21,163,426
3000,4,15,109,4382
3003,4,15,109,4940
3004,5,17,135,583
3010,2,8,48,554
3011,4,15,109,3687
3012,5,21,163,426
3018,4,15,109,4037
3020,4,15,109,3915
3025,2,8,51,1552
3027,3,14,107,3588
3033,5,21,160,968
3034,4,15,109,3969
3035,5,21,163,8448
3038,4,15,109,4924
3040,1,4,22,136
3042,5,21,163,8515
3043,4,15,109,4940
3048,4,15,109,1434
3049,3,11,69,2282
3056,4,15,109,5245
3061,5,21,163,426
3062,4,15,109,4940
3064,3,14,106,3551
3067,2,8,51,1831
3070,4,15,109,1434
3071,5,19,141,6434
3074,3,14,106,3551
3077,3,13,91,2648
3080,4,15,109,4909
3082,4,15,109,532
3088,2,8,51,652
3089,4,15,109,3687
3093,2,8,51,1646
3100,3,13,93,2708
3101,4,15,109,5215
3106,4,15,109,3755
3107,3,14,101,3225
3108,3,14,101,3048
3111,5,21,163,426
3117,2,8,48,26
3127,4,15,109,5011
3134,3,14,101,3106
3136,4,15,109,3828
3142,5,21,163,426
3143,5,21,163,8635
3146,3,13,91,2654
3147,3,13,93,2905
3148,4,15,109,5278
3150,5,21,163,426
3158,5,21,163,8712
3159,5,17,127,6061
3161,3,12,87,2584
3163,4,15,109,5216
3164,3,14,101,3209
3165,5,21,158,7195
3170,2,7,42,260
3174,3,13,93,2835
3181,4,16,115,5572
3182,2,8,48,480
3183,3,13,93,2787
3185,3,13,91,2648
3190,4,15,109,1434
3191,5,17,127,6062
3198,5,19,142,6512
3199,1,4,17,82
3200,5,20,148,6740
3202,2,8,51,769
3205,4,15,109,535
3208,3,12,77,2510
3218,5,17,121,5699
3219,4,15,109,4272
3222,2,8,51,1974
3235,4,15,109,3687
3236,3,14,106,3551
3237,4,15,109,3915
3238,3,14,101,3285
3247,2,8,51,1110
3249,3,12,89,2623
3251,1,3,14,52
3252,4,15,109,4654
3254,2,8,51,2046
3255,3,14,101,3158
3259,4,15,109,4070
3260,4,15,109,3973
3265,4,15,109,3707
3270,5,21,158,7219
3272,3,14,101,3098
3275,3,11,69,2298
3282,4,15,109,3915
3283,4,15,109,4940
3296,4,15,109,4463
3304,4,15,109,1434
3307,2,8,51,1376
3310,2,8,51,1451
3315,5,19,144,6601
3319,4,15,109,161
3320,2,8,51,758
3322,4,15,109,5147
3326,3,11,69,2266
3327,5,17,125,5886
3328,5,21,163,8928
3329,4,15,109,5267
3332,3,14,103,3354
3334,4,16,115,5598
3339,4,15,109,1434
3341,5,21,163,426
3342,5,21,159,7439
3345,5,19,144,6624
3348,4,15,109,535
3353,4,15,109,3750
3358,5,21,163,8149
3361,5,21,162,7703
3362,5,19,142,6543
3363,3,14,106,3551
3367,4,15,109,4872
3368,4,15,109,4303
3369,4,15,109,1434
3373,2,8,51,1376
3374,5,21,158,7195
3376,3,12,82,2544
3378,1,4,22,136
3384,5,19,144,6633
3386,4,15,109,1434
3387,3,14,101,3098
3388,4,15,109,3915
3390,4,15,109,4696
3401,3,14,101,3035
3402,5,19,145,6701
3403,3,13,97,2956
3409,4,15,109,1434
3413,2,8,51,1783
3414,3,14,106,3551
3415,3,14,105,3503
3416,3,13,93,2835
3418,5,21,163,8936
3420,4,15,109,1434
3423,5,17,125,5998
3425,4,15,109,4331
3430,4,15,109,5280
3431,4,15,109,535
3432,4,15,109,1434
3441,2,8,51,785
3445,5,21,163,4575
3447,4,15,109,1434
3448,4,15,109,3973
3450,4,15,109,1434
3455,5,21,158,7292
3456,4,15,109,3976
3457,4,15,109,3969
3458,4,16,114,5479
3460,2,8,51,698
3461,4,15,109,3687
3464,5,20,157,7052
3465,5,21,163,780
3466,5,20,150,6758
3467,4,15,109,4940
3468,2,8,51,695
3473,4,15,109,535
3479,2,8,48,402
3487,5,21,163,426
3488,3,13,91,2651
3491,4,15,109,4940
3499,4,15,109,4940
3510,4,15,109,459
3514,4,15,109,535
3517,5,21,163,473
3520,3,14,101,3017
3521,4,15,109,935
3522,5,17,135,6293
3531,5,20,155,7009
3534,3,14,101,3071
3541,4,15,109,4303
3543,3,13,93,2819
3545,3,14,103,3363
3547,3,14,101,3013
3552,2,8,51,929
3557,5,21,162,7833
3559,3,13,95,2938
3564,4,15,109,4940
3566,4,15,109,4819
3568,4,15,109,535
3570,2,8,51,1061
3577,4,15,109,4325
3583,4,15,109,5011
3585,5,21,163,4575
3589,5,21,163,4161
3591,4,15,109,935
3592,5,21,163,8991
3594,4,15,109,4331
3596,5,21,159,7482
3598,4,15,109,4277
3607,5,17,125,5824
3608,5,17,125,5943
3609,2,8,51,950
3614,3,14,107,3577
3615,4,15,109,1434
3616,2,8,48,554
3617,5,17,125,5951
3619,4,15,109,1434
3623,2,8,51,1806
3627,4,16,115,5488
3630,4,15,109,3750
3632,3,14,108,3656
3638,4,15,109,3687
3643,4,15,109,3687
3648,3,14,101,3098
3653,4,15,109,4940
3655,5,21,163,426
3658,5,17,126,6039
3660,4,15,109,4398
3663,5,21,163,426
3664,4,15,109,1434
3666,3,14,106,3551
3668,5,17,124,5802
3669,5,21,163,8241
3671,3,12,89,2623
3673,4,15,109,1434
3674,3,14,101,3013
3675,4,15,109,4940
3677,3,14,106,3551
3679,5,21,163,8619
3680,4,15,109,3687
3684,4,16,115,5664
3685,3,13,96,2745
3688,2,8,48,441
3692,2,8,48,402
3693,5,21,158,7232
3695,4,15,109,3750
3697,4,15,109,3915
3698,4,16,115,5506
3699,4,15,109,5267
3702,5,21,160,968
3709,5,17,129,6079
3711,3,14,101,3230
3712,3,14,106,3551
3718,2,8,51,1720
3719,3,14,101,3098
3721,4,15,109,3915
3722,4,15,109,4443
3725,3,13,93,2733
3728,4,15,109,3915
3732,4,15,109,4729
3735,4,15,109,4935
3736,3,14,101,3098
3741,4,15,109,4210
